index,"press/media registry — context only, no sheet intake",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
682,Panteon,radio,,kontakt@radiopanteon.pl,https://radiopanteon.pl,,t,f,f,f,50,50.0,50.0
683,Panzer Battalion,patron,,panzer-battalion@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
684,Paper Cats,reviewer,,kontakt@papercats.pl,https://papercats.pl,,t,f,f,f,50,50.0,50.0
685,Paragraph 212,reviewer,,biuro@paragraph212.pl,https://paragraph212.pl,,t,f,f,f,50,50.0,50.0
686,Party PL,local_press,,redakcja@afterparty.pl,https://afterparty.pl,,t,f,f,f,50,50.0,50.0
687,Pasta,radio,,radiopasta@klps.pl,https://klps.pl,,t,f,f,f,50,50.0,50.0
688,Patrycja Podkościelny,creator,,patrycja.podkoscielny@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
689,Patryk Hardziej,creator,,patryk@hardziej.com,https://hardziej.com,,t,f,f,f,50,50.0,50.0
690,Patryk Mogilnicki,creator,,pa.tryk@yahoo.com,https://yahoo.com,,t,f,f,f,50,50.0,50.0
691,Paulina Steklińska,radio,,paulina.steklinska@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
692,Paweł Rembarz,radio,,rock@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
693,Penguin Records,patron,,biuro@penguinrecords.eu,https://penguinrecords.eu,,t,f,f,f,50,50.0,50.0
694,Perun,patron,,perunrun@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
695,PiK,radio,,radio@radiopik.pl,https://radiopik.pl,,t,f,f,f,50,50.0,50.0
696,Piana,local_press,,k.pietrzok@pianamagazine.com,https://pianamagazine.com,,t,f,f,f,50,50.0,50.0
697,Piekary,radio,,radiopiekary@radiopiekary.pl,https://radiopiekary.pl,,t,f,f,f,50,50.0,50.0
698,Pionierska Records,patron,,pionierska.records@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
699,Piotr Bielawski,radio,,p.bielawski@radiolodz.pl,https://radiolodz.pl,,t,f,f,f,50,50.0,50.0
700,Piotr Gołąb,radio,,piotrgolab85@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
701,Piotr Stanczyk,radio,,studio@radiolodz.pl,https://radiolodz.pl,,t,f,f,f,50,50.0,50.0
702,"Piotr Stelmach, Anna Gacek + Borys Dejnarowicz + Kuba Wandachowicz",radio,,piotr.stelmach@polskieradio.pl,https://polskieradio.pl,,t,f,f,f,50,50.0,50.0
703,"Piotr Szauer, Michał Napiórkowski",radio,,pisz@uwmfm.pl,https://uwmfm.pl,,t,f,f,f,50,50.0,50.0
704,Pit Check,creator,,,https://youtube.com/@pitcheck,,t,f,f,f,50,50.0,50.0
705,Pitu Pitu Warsaw,local_press,,hej@pitupitu.info,https://pitupitu.info,,t,f,f,f,50,50.0,50.0
706,Place For Dance,local_press,,redakcja@placefordance.pl,https://placefordance.pl,,t,f,f,f,50,50.0,50.0
707,Plaster Łódzki,local_press,,redakcja@plasterlodzki.pl,https://plasterlodzki.pl,,t,f,f,f,50,50.0,50.0
708,Play More Records,patron,,playmorecompany@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
709,Playboy,local_press,,rafal.ksiezyk@playboy.pl,https://playboy.pl,,t,f,f,f,50,50.0,50.0
710,PlaylistPartner metal,creator,,,https://playlistpartner.com/genre/metal,https://playlistpartner.com/about,t,f,f,f,50,50.0,50.0
711,Plej TV,local_press,,kontakt@plej.tv,https://plej.tv,,t,f,f,f,50,50.0,50.0
712,Pociąg do muzyki - Andrzej Kukuczka,radio,,kukuczka@radiokrakow.pl,https://radiokrakow.pl,,t,f,f,f,50,50.0,50.0
713,Pod Prąd,local_press,,redakcja@podprad.pl,https://podprad.pl,,t,f,f,f,50,50.0,50.0
714,Podkarpacka Scena Muzyczna,local_press,,kosel07@psm.aq.pl,https://psm.aq.pl,,t,f,f,f,50,50.0,50.0
715,Podotykaj sobie Poznań,local_press,,podotykajsobie@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
716,Podprogowa godzina,radio,,podprogowa@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
717,Pointless Geometry,patron,,pointless.label@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
718,Poka Poka BIAŁYSTOK,local_press,,info@pokapoka.co,https://pokapoka.co,,t,f,f,f,50,50.0,50.0
719,Poka Poka KARKONOSZE,local_press,,karkonosze@pokapoka.info.pl,https://pokapoka.info.pl,,t,f,f,f,50,50.0,50.0
720,Poka Poka KUJAWY,local_press,,info@kujawy.pokapoka.co,https://kujawy.pokapoka.co,,t,f,f,f,50,50.0,50.0
721,Poka Poka POZNAŃ,local_press,,info@poznan.pokapoka.co,https://poznan.pokapoka.co,,t,f,f,f,50,50.0,50.0
722,Poka Poka RZESZÓW,local_press,,rzeszow@pokapoka.info.pl,https://pokapoka.info.pl,,t,f,f,f,50,50.0,50.0
723,Poka Poka SZCZECIN,local_press,,info@szczecin.pokapoka.co,https://szczecin.pokapoka.co,,t,f,f,f,50,50.0,50.0
724,Poka Poka TRÓJMIASTO,local_press,,3miasto@pokapoka.info.pl,https://pokapoka.info.pl,,t,f,f,f,50,50.0,50.0
725,Poka Poka WARSZAWA,local_press,,warszawa@pokapoka.info.pl,https://pokapoka.info.pl,,t,f,f,f,50,50.0,50.0
726,Poka Poka WROCŁAW,local_press,,wroclaw@pokapoka.info.pl,https://pokapoka.info.pl,,t,f,f,f,50,50.0,50.0
727,Poka Poka ŁÓDŹ,local_press,,info@lodz.pokapoka.com,https://lodz.pokapoka.com,,t,f,f,f,50,50.0,50.0
728,Poka Poka ŚLĄSKIE,local_press,,info@pokapoka.info.pl,https://pokapoka.info.pl,,t,f,f,f,50,50.0,50.0
729,Polish Metal Promotion,local_press,,,https://facebook.com/PolishMetalPromo,,t,f,f,f,50,50.0,50.0
730,Polisz Mnie,local_press,,lukasz.halicki@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
731,PoliszCzart Polska Audycja,local_press,,slaorw@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
732,Polityka,local_press,,facebook@polityka.pl,https://polityka.pl,,t,f,f,f,50,50.0,50.0
733,Pollub TV Studencka Internetowa Telewizja Politechniki Lubelskiej,local_press,,redakcja@pollub.tv,https://pollub.tv,,t,f,f,f,50,50.0,50.0
734,Polska Muzyka (?),local_press,,kuzmicz@onet.eu,https://onet.eu,,t,f,f,f,50,50.0,50.0
735,Polska Stacja,radio,,radio@polskastacja.pl,https://polskastacja.pl,,t,f,f,f,50,50.0,50.0
736,Polskie Radio - Trójka - Program 3 Polskiego Radia,radio,,portal.trojka@polskieradio.pl,https://polskieradio.pl,,t,f,f,f,50,50.0,50.0
737,Polskie Zespoły,local_press,,m.gwozdowski@polskiezespoly.pl,https://polskiezespoly.pl,,t,f,f,f,50,50.0,50.0
738,Polyphonia,local_press,,redakcja@polyphonia.pl,https://polyphonia.pl,,t,f,f,f,50,50.0,50.0
739,Pomerania TV,local_press,,t.szubryt@pomerania.tv,https://pomerania.tv,,t,f,f,f,50,50.0,50.0
740,Pomorze [RIP],radio,,radio@arp.org.pl,https://arp.org.pl,,t,f,f,f,50,50.0,50.0
741,Pop Goes The Blog,local_press,,kordian.kn@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
742,Popheart,local_press,,redakcja@popheart.pl,https://popheart.pl,,t,f,f,f,50,50.0,50.0
743,Popler TV,local_press,,admin@popler.tv,https://popler.tv,,t,f,f,f,50,50.0,50.0
744,Porcys,local_press,,redakcja@porcys.com,https://porcys.com,,t,f,f,f,50,50.0,50.0
745,Portal Winylowy,local_press,,kontakt@portalwinylowy.pl,https://portalwinylowy.pl,,t,f,f,f,50,50.0,50.0
746,Postaranie Records,patron,,postaranierecords@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
747,Power Radio Berlin-Brandenburg,radio,,info@power-radio.de,https://power-radio.de,,t,f,f,f,50,50.0,50.0
748,"Poznan, I Love You",local_press,,hi@poznaniloveyou.com,https://poznaniloveyou.com,,t,f,f,f,50,50.0,50.0
749,Pozytywka,radio,,pozytywka@centrum.fm,https://centrum.fm,,t,f,f,f,50,50.0,50.0
750,Praga,radio,,redakcja@radiopraga.pl,https://radiopraga.pl,,t,f,f,f,50,50.0,50.0
751,Pralka,radio,,marcin.liminowicz@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
752,Presja,local_press,,pressjamagazyn@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
753,Prestiż - Magazyn Koszalinski,local_press,,prestizredakcja@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
754,Prestiż - Magazyn Trójmiejski,local_press,,redakcja.trojmiasto@eprestiz.pl,https://eprestiz.pl,,t,f,f,f,50,50.0,50.0
755,Pro Radio,radio,,redakcja@proradio.pl,https://proradio.pl,,t,f,f,f,50,50.0,50.0
756,Pro-polskie,radio,,tomasz@proradio.pl,https://proradio.pl,,t,f,f,f,50,50.0,50.0
757,Prog Magazine,local_press,,,https://progmagazine.com,,t,f,f,f,50,50.0,50.0
758,"Progressive Metal, Metalcore & Djent // Next-Gen Metal",creator,,godmodeaudio@gmail.com,,https://open.spotify.com/playlist/6ua9vhcJstPlFF8NpksL5X,t,f,f,f,50,50.0,50.0
759,Promuje Łódzkie (Urząd Marszałkowski Województwa Łódzkiego),local_press,,promocja@lodzkie.pl,https://lodzkie.pl,,t,f,f,f,50,50.0,50.0
760,Prorock,radio,,prorocker@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
761,Przekrój,local_press,,doredakcji@przekroj.pl,https://przekroj.pl,,t,f,f,f,50,50.0,50.0
762,Przemek Galret,creator,,galert@op.pl,https://op.pl,,t,f,f,f,50,50.0,50.0
763,Przemek Mikke,creator,,pvmikke@yahoo.com,https://yahoo.com,,t,f,f,f,50,50.0,50.0
764,Przestrzeń Kultury,radio,,kultura@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
765,Przesłuchanie,radio,,przesluchanie@roxy.fm,https://roxy.fm,,t,f,f,f,50,50.0,50.0
766,Przypiny PL,reviewer,,przypiny@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
767,Próbownia,local_press,,probownia@probownia.pl,https://probownia.pl,,t,f,f,f,50,50.0,50.0
768,Próbownia w eterze,radio,,probownia@meteor.amu.edu,https://meteor.amu.edu,,t,f,f,f,50,50.0,50.0
769,Psycho Records,patron,,robert@wydawnictwopsycho.com,https://wydawnictwopsycho.com,,t,f,f,f,50,50.0,50.0
770,Puls Poznania,local_press,,reklama@pulspoznania.pl,https://pulspoznania.pl,,t,f,f,f,50,50.0,50.0
771,Purpose,local_press,,redakcja@purpose.com.pl,https://purpose.com.pl,,t,f,f,f,50,50.0,50.0
772,Pustynna Burza,radio,,arek.lukaszewicz@radiofonia.fm,https://radiofonia.fm,,t,f,f,f,50,50.0,50.0
773,QPoznań TV,local_press,,qpoznantv@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
774,Qult Kultury,local_press,,reklama@qultqultury.pl,https://qultqultury.pl,,t,f,f,f,50,50.0,50.0
775,R.N.A. Radio Niezależnych Artystów,radio,,info@e-stacja-rna.pl,https://e-stacja-rna.pl,,t,f,f,f,50,50.0,50.0
776,RADIO BOB!,radio,,bob@radiobob.de,https://radiobob.de,,t,f,f,f,50,50.0,50.0
777,RAM,radio,,ram@prw.pl,https://prw.pl,,t,f,f,f,50,50.0,50.0
778,RDC - Radio Dla Ciebie,radio,,sekretariat@rdc.pl,https://rdc.pl,,t,f,f,f,50,50.0,50.0
779,RDN Małopolska (Katolickie),radio,,sektar@rdn.pl,https://rdn.pl,,t,f,f,f,50,50.0,50.0
780,RDN Nowy Sącz (Katolickie),radio,,nsacz@rdn.pl,https://rdn.pl,,t,f,f,f,50,50.0,50.0
781,RDS Music,patron,,jacekadamczyk2@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
782,RMF FM,radio,,redakcja@rmf.fm,https://rmf.fm,,t,f,f,f,50,50.0,50.0
783,RWA zin,local_press,,rwarwa.zin@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
784,Radar - Magazyn Studencki Uniwersytetu Przyrodniczego w Lublinie,local_press,,radar.magazyn@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
785,Radio Goethe,radio,,info@radiogoethe.org,https://radiogoethe.org,,t,f,f,f,50,50.0,50.0
786,Radio Metal,radio,,metalmorningshow@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
787,Radio heavy metal,radio,,radioheavymetal76@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
788,RadioWWW,radio,,radio@radiowww.eu,https://radiowww.eu,,t,f,f,f,50,50.0,50.0
789,Radiofonia,radio,,promocja@radiofonia.fm,https://radiofonia.fm,,t,f,f,f,50,50.0,50.0
790,Rafał Tyluś,radio,,informacje@zak.lodz.pl,https://zak.lodz.pl,,t,f,f,f,50,50.0,50.0
791,Raised on Rock,local_press,,rafal.mrowicki@wp.pl,https://wp.pl,,t,f,f,f,50,50.0,50.0
792,Rak’n’Roll Records,patron,,contact@raknrollrecords.com,https://raknrollrecords.com,,t,f,f,f,50,50.0,50.0
793,Raven Market,reviewer,,ravenmarket@ravenmarket.pl,https://ravenmarket.pl,,t,f,f,f,50,50.0,50.0
794,Rebel Madness,reviewer,,rebel-madness@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
795,Rebelios Koszulki,reviewer,,info@rebelios.pl,https://rebelios.pl,,t,f,f,f,50,50.0,50.0
796,Recenzje Muzyki,local_press,,tomal300@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
797,Recenzje Płyt,local_press,,redakcja@recenzjeplyt.pl,https://recenzjeplyt.pl,,t,f,f,f,50,50.0,50.0
798,Recenzje płytowe,local_press,,mandy23@poczta.onet.pl,https://poczta.onet.pl,,t,f,f,f,50,50.0,50.0
799,Red Elephant Records,patron,,jurkis@op.pl,https://op.pl,,t,f,f,f,50,50.0,50.0
800,RedHook Recommends,creator,,playlist@weareredhook.com,,https://open.spotify.com/artist/6OVWDN6Ty6RfnhUJlrYBlI,t,f,f,f,50,50.0,50.0
801,Redrum666,patron,,tom@redrum666.net,https://redrum666.net,,t,f,f,f,50,50.0,50.0
802,Regio Records,patron,,biuro@regiorecords.pl,https://regiorecords.pl,,t,f,f,f,50,50.0,50.0
803,Region Kultury,local_press,,w.cascarino@ldk.lodz.pl,https://ldk.lodz.pl,,t,f,f,f,50,50.0,50.0
804,Regulator,local_press,,redakcja@rgltr.pl,https://rgltr.pl,,t,f,f,f,50,50.0,50.0
805,Reporter PL,local_press,,redakcja@reporter.pl,https://reporter.pl,,t,f,f,f,50,50.0,50.0
806,Requiem Records,patron,,info@requiem-records.com,https://requiem-records.com,,t,f,f,f,50,50.0,50.0
807,Restriction Wear,reviewer,,info@restrictionwear.com,https://restrictionwear.com,,t,f,f,f,50,50.0,50.0
808,Restyle,reviewer,,restyle.pl@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
809,Retrospektywa,radio,,marta.baum@radioaktywne.pl,https://radioaktywne.pl,,t,f,f,f,50,50.0,50.0
810,Revolta,radio,,dorota39-70@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
811,Rewers,radio,,redakcja@radiorewers.pl,https://radiorewers.pl,,t,f,f,f,50,50.0,50.0
812,Rita von Schlag,radio,,redakcja@odzew.fm,https://odzew.fm,,t,f,f,f,50,50.0,50.0
813,Ro(c)koteka,radio,,agataczwarta@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
814,Rock Block,radio,,333prl@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
815,Rock Express Store,reviewer,,rock_express_store@vp.pl,https://vp.pl,,t,f,f,f,50,50.0,50.0
816,Rock Long Luck,reviewer,,info@rocklongluck.pl,https://rocklongluck.pl,,t,f,f,f,50,50.0,50.0
817,Rock Nocą,radio,,rocknoca@index.zgora.pl,https://index.zgora.pl,,t,f,f,f,50,50.0,50.0
818,Rock Radio,radio,,mikolaj.lizut@rockradio.pl,https://rockradio.pl,,t,f,f,f,50,50.0,50.0
819,Rock Radio CZ,radio,,kamil.drab@rockovyradio.cz,https://rockovyradio.cz,,t,f,f,f,50,50.0,50.0
820,Rock Radio Polska,radio,,kontakt@rockradio.pl,https://rockradio.pl,,t,f,f,f,50,50.0,50.0
821,Rock Revolution,patron,,k.wydra@rockrevolution.pl,https://rockrevolution.pl,,t,f,f,f,50,50.0,50.0
822,Rock Rádio,radio,,studio@rockovyradio.cz,https://rockovyradio.cz,,t,f,f,f,50,50.0,50.0
823,Rock Serwis,reviewer,,bok@rockserwis.pl,https://rockserwis.pl,,t,f,f,f,50,50.0,50.0
824,Rock Serwis FM,radio,,promocja@rockserwis.fm,https://rockserwis.fm,,t,f,f,f,50,50.0,50.0
825,Rock Time,radio,,rjakubowski@rocktime.pl,https://rocktime.pl,,t,f,f,f,50,50.0,50.0
826,Rock na přání,radio,,prani@rockovyradio.cz,https://rockovyradio.cz,,t,f,f,f,50,50.0,50.0
827,Rock'n'roll w wersji blond,local_press,,aneta.gliwicka@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
828,RockAntenne,radio,,studio@rockantenne.de,https://rockantenne.de,,t,f,f,f,50,50.0,50.0
829,RockZone PL,reviewer,,sklep@rockzone.pl,https://rockzone.pl,,t,f,f,f,50,50.0,50.0
830,Rocket,radio,,radio.rocket.eu@gmail.eu,https://gmail.eu,,t,f,f,f,50,50.0,50.0
831,Rockmetalshop,reviewer,,zamowienia@rockmetalshop.pl,https://rockmetalshop.pl,,t,f,f,f,50,50.0,50.0
832,Rockowa Lista Przebojów,radio,,airwolf116@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
833,Rockowa Wyspa,radio,,rockowawyspa@interia.pl,https://interia.pl,,t,f,f,f,50,50.0,50.0
834,Rockowa lista przebojów Radia Aspekt,radio,,iza@radio-aspekt.de,https://radio-aspekt.de,,t,f,f,f,50,50.0,50.0
835,Rockowy Alfabet Banacha i Zbycha,radio,,zbychowiec@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
836,Rockserwis FM,radio,,bok@rockserwis.pl,https://rockserwis.pl,,t,f,f,f,50,50.0,50.0
837,Rockserwis.pl,local_press,,,https://rockserwis.pl,,t,f,f,f,50,50.0,50.0
838,Rockshock,reviewer,,rockshock@rockshock.pl,https://rockshock.pl,,t,f,f,f,50,50.0,50.0
839,Roksana Orlicka,radio,,studio@radiopanda.pl,https://radiopanda.pl,,t,f,f,f,50,50.0,50.0
840,Romuald Jakubowski,radio,,biuro@rocktime.pl,https://rocktime.pl,,t,f,f,f,50,50.0,50.0
841,Rox,radio,,redakcja@radiorox.pl,https://radiorox.pl,,t,f,f,f,50,50.0,50.0
842,Ryszard Gloger,radio,,ryszard.gloger@radiomerkury.pl,https://radiomerkury.pl,,t,f,f,f,50,50.0,50.0
843,Rzeszów,radio,,sekretariat@radio.rzeszow.pl,https://radio.rzeszow.pl,,t,f,f,f,50,50.0,50.0
844,Rzyg Kulturalny,local_press,,tormentor@poczta.onet.pl,https://poczta.onet.pl,,t,f,f,f,50,50.0,50.0
845,Rádio Beat,radio,,studio@radiobeat.cz,https://radiobeat.cz,,t,f,f,f,50,50.0,50.0
846,Rádio ROCK,radio,,studio@radiorock.sk,https://radiorock.sk,,t,f,f,f,50,50.0,50.0
847,S.P. Records,patron,,sprecords@sprecords.com.pl,https://sprecords.com.pl,,t,f,f,f,50,50.0,50.0
848,SETA Studencka Telewizja Uniwersytetu Opolskiego,local_press,,tv@uni.opole.pl,https://uni.opole.pl,,t,f,f,f,50,50.0,50.0
849,SGHTV,local_press,,patronat@sghtv.pl,https://sghtv.pl,,t,f,f,f,50,50.0,50.0
850,SOUL - Society of Urban Life,local_press,,redakcja@soul.pl,https://soul.pl,,t,f,f,f,50,50.0,50.0
851,SUD,radio,,zaczyk@radiosud.pl,https://radiosud.pl,,t,f,f,f,50,50.0,50.0
852,SZN TV,local_press,,redakcja@szntv.pl,https://szntv.pl,,t,f,f,f,50,50.0,50.0
853,Scena Rozmaitości,radio,,kontakt@radiofoniakrakow.pl,https://radiofoniakrakow.pl,,t,f,f,f,50,50.0,50.0
854,Scena Wrocławska,local_press,,scena.wroclawska@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
855,Sebastian SKROBOL,creator,,skrobol.sebastian@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
856,Sebol,local_press,,jozwiak.sebastian@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
857,SecondRadio,radio,,studio@secondradio.de,https://secondradio.de,,t,f,f,f,50,50.0,50.0
858,Siadaj Pała!,radio,,siadajpala@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
859,Sie Klei,reviewer,,klej@sieklei.com,https://sieklei.com,,t,f,f,f,50,50.0,50.0
860,Sie kręci,radio,,jerzy.owsiak@polskieradio.pl,https://polskieradio.pl,,t,f,f,f,50,50.0,50.0
861,Silent Scream Graphics,creator,,sala@silent-scream.pl,https://silent-scream.pl,,t,f,f,f,50,50.0,50.0
862,Silesia Kultura,local_press,,redakcja@silesiakultura.pl,https://silesiakultura.pl,,t,f,f,f,50,50.0,50.0
863,Siostry ZŁO,reviewer,,thealmightytwins@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
864,Sky,radio,,michal.organek@radiosky.pl,https://radiosky.pl,,t,f,f,f,50,50.0,50.0
865,Slowdown Records,patron,,slowdownrec@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
866,So Music,local_press,,redakcja.somusic@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
867,Sonic Records,patron,,sonic@sonicrecords.pl,https://sonicrecords.pl,,t,f,f,f,50,50.0,50.0
868,Souloovka,radio,,ania.duszczynska@radiofonia.net,https://radiofonia.net,,t,f,f,f,50,50.0,50.0
869,Soundplate metal directory,creator,,,https://soundplate.com/new-spotify-playlists1/metal/,https://soundplate.com/new-spotify-playlists1/metal/,t,f,f,f,50,50.0,50.0
870,Soundrive,local_press,,redakcja@soundrive.pl,https://soundrive.pl,,t,f,f,f,50,50.0,50.0
871,Sounduniverse,local_press,,sounduniverse.pl@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
872,Spotify for Artists editorial pitch,creator,,,https://artists.spotify.com/,https://support.spotify.com/nz/artists/article/pitching-music-to-playlist-editors/,t,f,f,f,50,50.0,50.0
873,Sputnikmusic,local_press,,,https://sputnikmusic.com,,t,f,f,f,50,50.0,50.0
874,Sreenagers PL,local_press,,redakcja@screenagers.pl,https://screenagers.pl,,t,f,f,f,50,50.0,50.0
875,Stacja Kultura,local_press,,redakcja@stacjakultura.pl,https://stacjakultura.pl,,t,f,f,f,50,50.0,50.0
876,Stanley Recenzuje,local_press,,stanleyrecenzuje@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
877,Stanleyowy,local_press,,fkrbzm@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
878,Stargard,radio,,biuro@radiostargard.fm,https://radiostargard.fm,,t,f,f,f,50,50.0,50.0
879,Stars TV,local_press,,redakcja@starstv.eu,https://starstv.eu,,t,f,f,f,50,50.0,50.0
880,Stay In Tune Music — ROCK & METAL,creator,,stayintunemusic@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
881,Strefa Młodych w Radiu Koszalin,radio,,strefamlodych@radio.koszalin.pl,https://radio.koszalin.pl,,t,f,f,f,50,50.0,50.0
882,Strefa Niepotrzebnych Słów i Dźwięków,radio,,strefa.niepotrzebnych@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
883,Studencki Magazyn Miejski,radio,,smm@meteor.amu.edu.pl,https://meteor.amu.edu.pl,,t,f,f,f,50,50.0,50.0
884,Student News,local_press,,sergiusz.dobosz@studentnews.pl,https://studentnews.pl,,t,f,f,f,50,50.0,50.0
885,Students PL,local_press,,aleksandra.gorska@ringieraxelspringer.com,https://ringieraxelspringer.com,,t,f,f,f,50,50.0,50.0
886,Students TV,local_press,,marcin@students.pl,https://students.pl,,t,f,f,f,50,50.0,50.0
887,Styk Telewizja Studencka,local_press,,redakcja@styk.pwr.edu.pl,https://styk.pwr.edu.pl,,t,f,f,f,50,50.0,50.0
888,Subiektywna Płytoteka,local_press,,ddaanneekk@o2.pl,https://o2.pl,,t,f,f,f,50,50.0,50.0
889,SubmitHub free standard credits,creator,,,https://www.submithub.com/,https://www.submithub.com/,t,f,f,f,50,50.0,50.0
890,Superstacja,local_press,,sekretariat@superstacja.tv,https://superstacja.tv,,t,f,f,f,50,50.0,50.0
891,Surfblog,local_press,,kontakt@surfblog.pl,https://surfblog.pl,,t,f,f,f,50,50.0,50.0
892,Swallowing The Decibels,local_press,,redakcja.thedecibels@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
893,Sweet Home Bielsko-Biała,local_press,,ilovebb.pl@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
894,Sylwester Poleca,local_press,,dogitary@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
895,Syntezator,radio,,syntezator@centrum.fm,https://centrum.fm,,t,f,f,f,50,50.0,50.0
896,Syrenka,radio,,projekt.syrenka@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
897,Szadek Południową Porą [RIP],radio,,radoslaw.szatkowski@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
898,Szafa Muzyczna,local_press,,szafamuzyczna@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
899,Szamaj Na Rockowo [RIP],radio,,damian.szemraj@bemowo.fm,https://bemowo.fm,,t,f,f,f,50,50.0,50.0
900,"Szamotuła Anna, Szmyd Szymon, Malinowska Katarzyna, Marć Joanna, Miszkowicz-Adamowicz Emil",radio,,szymon.szmyd@afera.com.pl,https://afera.com.pl,,t,f,f,f,50,50.0,50.0
901,Szczecin Aloud,local_press,,blog@szczecin.eu,https://szczecin.eu,,t,f,f,f,50,50.0,50.0
902,Szczecin BLOG,local_press,,pawelbloger@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
903,Szczecin FM,radio,,kontakt@94i4.fm,https://94i4.fm,,t,f,f,f,50,50.0,50.0
904,Szczecin Główny,local_press,,kbieniecka@szczecinglowny.org,https://szczecinglowny.org,,t,f,f,f,50,50.0,50.0
905,Szczecin in Progress,local_press,,redakcja@grupaprogress.pl,https://grupaprogress.pl,,t,f,f,f,50,50.0,50.0
906,Szczecin nie jest wioską z tramwajami,local_press,,szczecin@blogx.pl,https://blogx.pl,,t,f,f,f,50,50.0,50.0
907,SzczecinNaFali,local_press,,redakcja@szczecinnafali.pl,https://szczecinnafali.pl,,t,f,f,f,50,50.0,50.0
908,Szczeciner,local_press,,pawel.knap@szczeciner.pl,https://szczeciner.pl,,t,f,f,f,50,50.0,50.0
909,Szron Productions,patron,,szronproductions@gmail.com,https://gmail.com,,t,f,f,f,50,50.0,50.0
910,Szymon Wolf,radio,,studiodzwieku@radiosygnaly.pl,https://radiosygnaly.pl,,t,f,f,f,50,50.0,50.0
911,Słabe Radio,radio,,radio@slaberadio.pl,https://slaberadio.pl,,t,f,f,f,50,50.0,50.0
